,date,title,rating,genres,id
672,1976-04-25,Stay Hungry,5.6,"('comedy', 'drama')",tt0075268
673,1974-11-19,Happy Anniversary and Goodbye,5.8,"('comedy',)",tt0438076
674,1973-03-07,The Long Goodbye,7.6,"('comedy', 'crime', 'drama', 'mystery', 'thriller')",tt0070334
675,1970-02-25,Hercules in New York,3.3,"('adventure', 'family', 'fantasy')",tt0065832
676,,Pump,,"('drama',)",tt5908456
677,,The Legend of Conan,,"('action', 'adventure', 'fantasy')",tt2479722
678,,Outrider,,"('western',)",tt7974256
679,2007-05-14,Episode dated 14 May 2007,,"('comedy', 'drama', 'romance')",tt1040891
680,2019-08-16,Viy 2,4.7,"('action', 'adventure', 'fantasy')",tt6218010
681,2018-01-19,The Game Changers,8.2,"('documentary',)",tt7455754
682,2017-05-20,Wonders of the Sea 3D,6.4,"('documentary',)",tt5495792
683,2017-09-22,Killing Gunther,4.7,"('action', 'comedy', 'thriller')",tt5689068
684,2017-04-06,Aftermath,5.7,"('drama', 'thriller')",tt4581576
685,2004-01-08,The Apprentice,5.0,"('game-show', 'reality-tv')",tt0364782
686,2014-04-13,Years of Living Dangerously,8.5,"('documentary',)",tt2963070
687,2015-04-22,Maggie,5.6,"('drama', 'horror')",tt1881002
688,2000-10-28,The 6th Day,5.9,"('action', 'mystery', 'sci-fi', 'thriller')",tt0216216
689,1993-06-13,Last Action Hero,6.4,"('action', 'adventure', 'comedy', 'fantasy')",tt0107362
690,,Pump,,"('drama',)",tt5908456
691,2017-09-22,Killing Gunther,4.7,"('action', 'comedy', 'thriller')",tt5689068
692,2016-09-09,Mardi Gras: Spring Break,9.5,"('short', 'comedy', 'music')",tt6044572
693,2016-08-23,Donald Little Hands,2.8,"('short', 'comedy')",tt5994358
694,2016-08-16,Walking After You,4.8,"('short', 'crime', 'drama', 'horror', 'thriller')",tt5980720
695,2012-06-01,Railroader,7.9,"('drama', 'sci-fi')",tt2210198
696,2009-12-12,Salmagundi,8.7,"('documentary', 'short', 'history', 'news')",tt1479799
697,2009-07-03,Kambakkht Ishq,3.8,"('action', 'comedy', 'romance')",tt1144804
698,2004-09-18,Study Hall,6.6,"('short', 'comedy')",tt0461591
699,,Raw Iron: The Making of 'Pumping Iron',7.3,"('documentary',)",tt0369866
700,2002-11-15,Iron and Beyond,6.6,"('documentary', 'short', 'biography')",tt0431836
701,2001-11-20,Dirty Harry: The Original,6.8,"('documentary', 'short')",tt0357603
702,2001-03-19,Other Voices: Creating 'The Terminator',7.3,"('documentary', 'sci-fi')",tt0365601
703,2001-07-24,The 6th Day: The Future Is Coming,6.2,"('documentary', 'short')",tt3309504
704,1996-11-25,Cigars!: The New Rage!,,"('documentary',)",tt5735920
705,1995-11-25,The Crypt Keeper Presents: A Spine-Tingling Look at Tales from the Crypt,,"('documentary', 'short', 'comedy', 'horror')",tt5119782
706,2001-03-19,The Making of 'The Terminator': A Retrospective,6.5,"('documentary', 'short')",tt0365473
707,1992-05-22,Encino Man,5.8,"('comedy',)",tt0104187
708,1992-04-13,Christmas in Connecticut,4.8,"('comedy', 'romance')",tt0103961
709,1989-06-10,Tales from the Crypt,8.0,"('comedy', 'crime', 'fantasy', 'horror', 'thriller')",tt0096708
